,dates,weekday,end_of_week,end_of_month
925,2016-02-02,1,False,False
926,2016-02-03,2,False,False
927,2016-02-04,3,False,False
928,2016-02-05,4,True,False
929,2016-02-08,0,False,False
930,2016-02-09,1,False,False
931,2016-02-10,2,False,False
932,2016-02-11,3,False,False
933,2016-02-12,4,True,False
934,2016-02-16,1,False,False
935,2016-02-17,2,False,False
936,2016-02-18,3,False,False
937,2016-02-19,4,True,False
938,2016-02-22,0,False,False
939,2016-02-23,1,False,False
940,2016-02-24,2,False,False
941,2016-02-25,3,False,False
942,2016-02-26,4,True,False
943,2016-02-29,0,False,True
944,2016-03-01,1,False,False
945,2016-03-02,2,False,False
946,2016-03-03,3,False,False
947,2016-03-04,4,True,False
948,2016-03-07,0,False,False
949,2016-03-08,1,False,False
950,2016-03-09,2,False,False
951,2016-03-10,3,False,False
952,2016-03-11,4,True,False
953,2016-03-14,0,False,False
954,2016-03-15,1,False,False
955,2016-03-16,2,False,False
956,2016-03-17,3,False,False
957,2016-03-18,4,True,False
958,2016-03-21,0,False,False
959,2016-03-22,1,False,False
960,2016-03-23,2,False,False
961,2016-03-24,3,False,False
962,2016-03-28,0,False,False
963,2016-03-29,1,False,False
964,2016-03-30,2,False,False
965,2016-03-31,3,False,True
966,2016-04-01,4,True,False
967,2016-04-04,0,False,False
968,2016-04-05,1,False,False
969,2016-04-06,2,False,False
970,2016-04-07,3,False,False
971,2016-04-08,4,True,False
972,2016-04-11,0,False,False
973,2016-04-12,1,False,False
974,2016-04-13,2,False,False
975,2016-04-14,3,False,False
976,2016-04-15,4,True,False
977,2016-04-18,0,False,False
978,2016-04-19,1,False,False
979,2016-04-20,2,False,False
980,2016-04-21,3,False,False
981,2016-04-22,4,True,False
982,2016-04-25,0,False,False
983,2016-04-26,1,False,False
984,2016-04-27,2,False,False
985,2016-04-28,3,False,False
986,2016-04-29,4,True,True
987,2016-05-02,0,False,False
988,2016-05-03,1,False,False
989,2016-05-04,2,False,False
990,2016-05-05,3,False,False
991,2016-05-06,4,True,False
992,2016-05-09,0,False,False
993,2016-05-10,1,False,False
994,2016-05-11,2,False,False
995,2016-05-12,3,False,False
996,2016-05-13,4,True,False
997,2016-05-16,0,False,False
998,2016-05-17,1,False,False
999,2016-05-18,2,False,False
1000,2016-05-19,3,False,False
1001,2016-05-20,4,True,False
1002,2016-05-23,0,False,False
1003,2016-05-24,1,False,False
1004,2016-05-25,2,False,False
1005,2016-05-26,3,False,False
1006,2016-05-27,4,True,False
1007,2016-05-31,1,False,True
1008,2016-06-01,2,False,False
1009,2016-06-02,3,False,False
1010,2016-06-03,4,True,False
1011,2016-06-06,0,False,False
1012,2016-06-07,1,False,False
1013,2016-06-08,2,False,False
1014,2016-06-09,3,False,False
1015,2016-06-10,4,True,False
1016,2016-06-13,0,False,False
1017,2016-06-14,1,False,False
1018,2016-06-15,2,False,False
1019,2016-06-16,3,False,False
1020,2016-06-17,4,True,False
1021,2016-06-20,0,False,False
1022,2016-06-21,1,False,False
1023,2016-06-22,2,False,False
1024,2016-06-23,3,False,False
1025,2016-06-24,4,True,False
1026,2016-06-27,0,False,False
1027,2016-06-28,1,False,False
1028,2016-06-29,2,False,False
1029,2016-06-30,3,False,True
1030,2016-07-01,4,True,False
1031,2016-07-05,1,False,False
1032,2016-07-06,2,False,False
1033,2016-07-07,3,False,False
1034,2016-07-08,4,True,False
1035,2016-07-11,0,False,False
1036,2016-07-12,1,False,False
1037,2016-07-13,2,False,False
1038,2016-07-14,3,False,False
1039,2016-07-15,4,True,False
1040,2016-07-18,0,False,False
1041,2016-07-19,1,False,False
1042,2016-07-20,2,False,False
1043,2016-07-21,3,False,False
1044,2016-07-22,4,True,False
1045,2016-07-25,0,False,False
1046,2016-07-26,1,False,False
1047,2016-07-27,2,False,False
1048,2016-07-28,3,False,False
1049,2016-07-29,4,True,True
1050,2016-08-01,0,False,False
1051,2016-08-02,1,False,False
1052,2016-08-03,2,False,False
1053,2016-08-04,3,False,False
1054,2016-08-05,4,True,False
1055,2016-08-08,0,False,False
1056,2016-08-09,1,False,False
1057,2016-08-10,2,False,False
1058,2016-08-11,3,False,False
1059,2016-08-12,4,True,False
1060,2016-08-15,0,False,False
1061,2016-08-16,1,False,False
1062,2016-08-17,2,False,False
1063,2016-08-18,3,False,False
1064,2016-08-19,4,True,False
1065,2016-08-22,0,False,False
1066,2016-08-23,1,False,False
1067,2016-08-24,2,False,False
1068,2016-08-25,3,False,False
1069,2016-08-26,4,True,False
1070,2016-08-29,0,False,False
1071,2016-08-30,1,False,False
1072,2016-08-31,2,False,True
1073,2016-09-01,3,False,False
1074,2016-09-02,4,True,False
1075,2016-09-06,1,False,False
1076,2016-09-07,2,False,False
1077,2016-09-08,3,False,False
1078,2016-09-09,4,True,False
1079,2016-09-12,0,False,False
1080,2016-09-13,1,False,False
1081,2016-09-14,2,False,False
1082,2016-09-15,3,False,False
1083,2016-09-16,4,True,False
1084,2016-09-19,0,False,False
1085,2016-09-20,1,False,False
1086,2016-09-21,2,False,False
1087,2016-09-22,3,False,False
1088,2016-09-23,4,True,False
1089,2016-09-26,0,False,False
1090,2016-09-27,1,False,False
1091,2016-09-28,2,False,False
1092,2016-09-29,3,False,False
1093,2016-09-30,4,True,True
1094,2016-10-03,0,False,False
1095,2016-10-04,1,False,False
1096,2016-10-05,2,False,False
1097,2016-10-06,3,False,False
1098,2016-10-07,4,True,False
1099,2016-10-10,0,False,False
1100,2016-10-11,1,False,False
1101,2016-10-12,2,False,False
1102,2016-10-13,3,False,False
1103,2016-10-14,4,True,False
1104,2016-10-17,0,False,False
1105,2016-10-18,1,False,False
1106,2016-10-19,2,False,False
1107,2016-10-20,3,False,False
1108,2016-10-21,4,True,False
1109,2016-10-24,0,False,False
1110,2016-10-25,1,False,False
1111,2016-10-26,2,False,False
1112,2016-10-27,3,False,False
1113,2016-10-28,4,True,False
1114,2016-10-31,0,False,True
1115,2016-11-01,1,False,False
1116,2016-11-02,2,False,False
1117,2016-11-03,3,False,False
1118,2016-11-04,4,True,False
1119,2016-11-07,0,False,False
1120,2016-11-08,1,False,False
1121,2016-11-09,2,False,False
1122,2016-11-10,3,False,False
1123,2016-11-11,4,True,False
1124,2016-11-14,0,False,False
1125,2016-11-15,1,False,False
1126,2016-11-16,2,False,False
1127,2016-11-17,3,False,False
1128,2016-11-18,4,True,False
1129,2016-11-21,0,False,False
1130,2016-11-22,1,False,False
1131,2016-11-23,2,False,False
1132,2016-11-25,4,True,False
1133,2016-11-28,0,False,False
1134,2016-11-29,1,False,False
1135,2016-11-30,2,False,True
1136,2016-12-01,3,False,False
1137,2016-12-02,4,True,False
1138,2016-12-05,0,False,False
1139,2016-12-06,1,False,False
1140,2016-12-07,2,False,False
1141,2016-12-08,3,False,False
1142,2016-12-09,4,True,False
1143,2016-12-12,0,False,False
1144,2016-12-13,1,False,False
1145,2016-12-14,2,False,False
1146,2016-12-15,3,False,False
1147,2016-12-16,4,True,False
1148,2016-12-19,0,False,False
1149,2016-12-20,1,False,False
1150,2016-12-21,2,False,False
1151,2016-12-22,3,False,False
1152,2016-12-23,4,True,False
1153,2016-12-27,1,False,False
1154,2016-12-28,2,False,False
1155,2016-12-29,3,False,False
1156,2016-12-30,4,True,True
1157,2017-01-03,1,False,False
1158,2017-01-04,2,False,False
1159,2017-01-05,3,False,False
1160,2017-01-06,4,True,False
1161,2017-01-09,0,False,False
1162,2017-01-10,1,False,False
1163,2017-01-11,2,False,False
1164,2017-01-12,3,False,False
1165,2017-01-13,4,True,False
1166,2017-01-17,1,False,False
1167,2017-01-18,2,False,False
1168,2017-01-19,3,False,False
1169,2017-01-20,4,True,False
1170,2017-01-23,0,False,False
1171,2017-01-24,1,False,False
1172,2017-01-25,2,False,False
1173,2017-01-26,3,False,False
1174,2017-01-27,4,True,False
1175,2017-01-30,0,False,False
1176,2017-01-31,1,False,True
1177,2017-02-01,2,False,False
1178,2017-02-02,3,False,False
1179,2017-02-03,4,True,False
1180,2017-02-06,0,False,False
1181,2017-02-07,1,False,False
1182,2017-02-08,2,False,False
1183,2017-02-09,3,False,False
1184,2017-02-10,4,True,False
1185,2017-02-13,0,False,False
1186,2017-02-14,1,False,False
1187,2017-02-15,2,False,False
1188,2017-02-16,3,False,False
1189,2017-02-17,4,True,False
1190,2017-02-21,1,False,False
1191,2017-02-22,2,False,False
1192,2017-02-23,3,False,False
1193,2017-02-24,4,True,False
1194,2017-02-27,0,False,False
1195,2017-02-28,1,False,True
1196,2017-03-01,2,False,False
1197,2017-03-02,3,False,False
1198,2017-03-03,4,True,False
1199,2017-03-06,0,False,False
1200,2017-03-07,1,False,False
1201,2017-03-08,2,False,False
1202,2017-03-09,3,False,False
1203,2017-03-10,4,True,False
1204,2017-03-13,0,False,False
1205,2017-03-14,1,False,False
1206,2017-03-15,2,False,False
1207,2017-03-16,3,False,False
1208,2017-03-17,4,True,False
1209,2017-03-20,0,False,False
1210,2017-03-21,1,False,False
1211,2017-03-22,2,False,False
1212,2017-03-23,3,False,False
1213,2017-03-24,4,True,False
1214,2017-03-27,0,False,False
1215,2017-03-28,1,False,False
1216,2017-03-29,2,False,False
1217,2017-03-30,3,False,False
1218,2017-03-31,4,True,True
1219,2017-04-03,0,False,False
1220,2017-04-04,1,False,False
1221,2017-04-05,2,False,False
1222,2017-04-06,3,False,False
1223,2017-04-07,4,True,False
1224,2017-04-10,0,False,False
1225,2017-04-11,1,False,False
1226,2017-04-12,2,False,False
1227,2017-04-13,3,False,False
1228,2017-04-17,0,False,False
1229,2017-04-18,1,False,False
1230,2017-04-19,2,False,False
1231,2017-04-20,3,False,False
1232,2017-04-21,4,True,False
1233,2017-04-24,0,False,False
1234,2017-04-25,1,False,False
1235,2017-04-26,2,False,False
1236,2017-04-27,3,False,False
1237,2017-04-28,4,True,True
1238,2017-05-01,0,False,False
1239,2017-05-02,1,False,False
1240,2017-05-03,2,False,False
1241,2017-05-04,3,False,False
1242,2017-05-05,4,True,False
1243,2017-05-08,0,False,False
1244,2017-05-09,1,False,False
1245,2017-05-10,2,False,False
1246,2017-05-11,3,False,False
1247,2017-05-12,4,True,False
1248,2017-05-15,0,False,False
1249,2017-05-16,1,False,False
1250,2017-05-17,2,False,False
1251,2017-05-18,3,False,False
1252,2017-05-19,4,True,False
1253,2017-05-22,0,False,False
1254,2017-05-23,1,False,False
1255,2017-05-24,2,False,False
1256,2017-05-25,3,False,False
1257,2017-05-26,4,True,False
1258,2017-05-30,1,False,False
1259,2017-05-31,2,False,True
1260,2017-06-01,3,False,False
1261,2017-06-02,4,True,False
1262,2017-06-05,0,False,False
1263,2017-06-06,1,False,False
1264,2017-06-07,2,False,False
1265,2017-06-08,3,False,False
1266,2017-06-09,4,True,False
1267,2017-06-12,0,False,False
1268,2017-06-13,1,False,False
1269,2017-06-14,2,False,False
1270,2017-06-15,3,False,False
1271,2017-06-16,4,True,False
1272,2017-06-19,0,False,False
1273,2017-06-20,1,False,False
1274,2017-06-21,2,False,False
1275,2017-06-22,3,False,False
1276,2017-06-23,4,True,False
1277,2017-06-26,0,False,False
1278,2017-06-27,1,False,False
1279,2017-06-28,2,False,False
1280,2017-06-29,3,False,False
1281,2017-06-30,4,True,True
1282,2017-07-03,0,False,False
1283,2017-07-05,2,False,False
1284,2017-07-06,3,False,False
1285,2017-07-07,4,True,False
1286,2017-07-10,0,False,False
1287,2017-07-11,1,False,False
1288,2017-07-12,2,False,False
1289,2017-07-13,3,False,False
1290,2017-07-14,4,True,False
1291,2017-07-17,0,False,False
1292,2017-07-18,1,False,False
1293,2017-07-19,2,False,False
1294,2017-07-20,3,False,False
1295,2017-07-21,4,True,False
1296,2017-07-24,0,False,False
1297,2017-07-25,1,False,False
1298,2017-07-26,2,False,False
1299,2017-07-27,3,False,False
1300,2017-07-28,4,True,False
1301,2017-07-31,0,False,True
1302,2017-08-01,1,False,False
1303,2017-08-02,2,False,False
1304,2017-08-03,3,False,False
1305,2017-08-04,4,True,False
1306,2017-08-07,0,False,False
1307,2017-08-08,1,False,False
1308,2017-08-09,2,False,False
1309,2017-08-10,3,False,False
1310,2017-08-11,4,True,False
1311,2017-08-14,0,False,False
1312,2017-08-15,1,False,False
1313,2017-08-16,2,False,False
1314,2017-08-17,3,False,False
1315,2017-08-18,4,True,False
1316,2017-08-21,0,False,False
1317,2017-08-22,1,False,False
1318,2017-08-23,2,False,False
1319,2017-08-24,3,False,False
1320,2017-08-25,4,True,False
1321,2017-08-28,0,False,False
1322,2017-08-29,1,False,False
1323,2017-08-30,2,False,False
1324,2017-08-31,3,False,True
1325,2017-09-01,4,True,False
1326,2017-09-05,1,False,False
1327,2017-09-06,2,False,False
1328,2017-09-07,3,False,False
1329,2017-09-08,4,True,False
1330,2017-09-11,0,False,False
1331,2017-09-12,1,False,False
1332,2017-09-13,2,False,False
1333,2017-09-14,3,False,False
1334,2017-09-15,4,True,False
1335,2017-09-18,0,False,False
1336,2017-09-19,1,False,False
1337,2017-09-20,2,False,False
1338,2017-09-21,3,False,False
1339,2017-09-22,4,True,False
1340,2017-09-25,0,False,False
1341,2017-09-26,1,False,False
1342,2017-09-27,2,False,False
1343,2017-09-28,3,False,False
1344,2017-09-29,4,True,True
1345,2017-10-02,0,False,False
1346,2017-10-03,1,False,False
1347,2017-10-04,2,False,False
1348,2017-10-05,3,False,False
1349,2017-10-06,4,True,False
1350,2017-10-09,0,False,False
1351,2017-10-10,1,False,False
1352,2017-10-11,2,False,False
1353,2017-10-12,3,False,False
1354,2017-10-13,4,True,False
1355,2017-10-16,0,False,False
1356,2017-10-17,1,False,False
1357,2017-10-18,2,False,False
1358,2017-10-19,3,False,False
1359,2017-10-20,4,True,False
1360,2017-10-23,0,False,False
1361,2017-10-24,1,False,False
1362,2017-10-25,2,False,False
1363,2017-10-26,3,False,False
1364,2017-10-27,4,True,False
1365,2017-10-30,0,False,False
1366,2017-10-31,1,False,True
1367,2017-11-01,2,False,False
1368,2017-11-02,3,False,False
1369,2017-11-03,4,True,False
1370,2017-11-06,0,False,False
1371,2017-11-07,1,False,False
1372,2017-11-08,2,False,False
1373,2017-11-09,3,False,False
1374,2017-11-10,4,True,False
1375,2017-11-13,0,False,False
1376,2017-11-14,1,False,False
1377,2017-11-15,2,False,False
1378,2017-11-16,3,False,False
1379,2017-11-17,4,True,False
1380,2017-11-20,0,False,False
1381,2017-11-21,1,False,False
1382,2017-11-22,2,False,False
1383,2017-11-24,4,True,False
1384,2017-11-27,0,False,False
1385,2017-11-28,1,False,False
1386,2017-11-29,2,False,False
1387,2017-11-30,3,False,True
1388,2017-12-01,4,True,False
1389,2017-12-04,0,False,False
1390,2017-12-05,1,False,False
1391,2017-12-06,2,False,False
1392,2017-12-07,3,False,False
1393,2017-12-08,4,True,False
1394,2017-12-11,0,False,False
1395,2017-12-12,1,False,False
1396,2017-12-13,2,False,False
1397,2017-12-14,3,False,False
1398,2017-12-15,4,True,False
1399,2017-12-18,0,False,False
1400,2017-12-19,1,False,False
1401,2017-12-20,2,False,False
1402,2017-12-21,3,False,False
1403,2017-12-22,4,True,False
1404,2017-12-26,1,False,False
1405,2017-12-27,2,False,False
1406,2017-12-28,3,False,False
1407,2017-12-29,4,True,True
1408,2018-01-02,1,False,False
1409,2018-01-03,2,False,False
1410,2018-01-04,3,False,False
1411,2018-01-05,4,True,False
1412,2018-01-08,0,False,False
1413,2018-01-09,1,False,False
1414,2018-01-10,2,False,False
1415,2018-01-11,3,False,False
1416,2018-01-12,4,True,False
1417,2018-01-16,1,False,False
1418,2018-01-17,2,False,False
1419,2018-01-18,3,False,False
1420,2018-01-19,4,True,False
1421,2018-01-22,0,False,False
1422,2018-01-23,1,False,False
1423,2018-01-24,2,False,False
1424,2018-01-25,3,False,False
1425,2018-01-26,4,True,False
1426,2018-01-29,0,False,False
1427,2018-01-30,1,False,False
1428,2018-01-31,2,False,True
1429,2018-02-01,3,False,False
1430,2018-02-02,4,True,False
1431,2018-02-05,0,False,False
1432,2018-02-06,1,False,False
1433,2018-02-07,2,False,False
1434,2018-02-08,3,False,False
1435,2018-02-09,4,True,False
1436,2018-02-12,0,False,False
1437,2018-02-13,1,False,False
1438,2018-02-14,2,False,False
1439,2018-02-15,3,False,False
1440,2018-02-16,4,True,False
1441,2018-02-20,1,False,False
1442,2018-02-21,2,False,False
1443,2018-02-22,3,False,False
1444,2018-02-23,4,True,False
1445,2018-02-26,0,False,False
1446,2018-02-27,1,False,False
1447,2018-02-28,2,False,True
1448,2018-03-01,3,False,False
1449,2018-03-02,4,True,False
1450,2018-03-05,0,False,False
1451,2018-03-06,1,False,False
1452,2018-03-07,2,False,False
1453,2018-03-08,3,False,False
1454,2018-03-09,4,True,False
1455,2018-03-12,0,False,False
1456,2018-03-13,1,False,False
1457,2018-03-14,2,False,False
1458,2018-03-15,3,False,False
1459,2018-03-16,4,True,False
1460,2018-03-19,0,False,False
1461,2018-03-20,1,False,False
1462,2018-03-21,2,False,False
1463,2018-03-22,3,False,False
1464,2018-03-23,4,True,False
1465,2018-03-26,0,False,False
1466,2018-03-27,1,False,False
1467,2018-03-28,2,False,False
1468,2018-03-29,3,False,True
1469,2018-04-02,0,False,False
1470,2018-04-03,1,False,False
1471,2018-04-04,2,False,False
1472,2018-04-05,3,False,False
1473,2018-04-06,4,True,False
1474,2018-04-09,0,False,False
1475,2018-04-10,1,False,False
1476,2018-04-11,2,False,False
1477,2018-04-12,3,False,False
1478,2018-04-13,4,True,False
1479,2018-04-16,0,False,False
1480,2018-04-17,1,False,False
1481,2018-04-18,2,False,False
1482,2018-04-19,3,False,False
1483,2018-04-20,4,True,False
1484,2018-04-23,0,False,False
1485,2018-04-24,1,False,False
1486,2018-04-25,2,False,False
1487,2018-04-26,3,False,False
1488,2018-04-27,4,True,False
1489,2018-04-30,0,False,True
1490,2018-05-01,1,False,False
1491,2018-05-02,2,False,False
1492,2018-05-03,3,False,False
1493,2018-05-04,4,True,False
1494,2018-05-07,0,False,False
1495,2018-05-08,1,False,False
1496,2018-05-09,2,False,False
1497,2018-05-10,3,False,False
1498,2018-05-11,4,True,False
1499,2018-05-14,0,False,False
1500,2018-05-15,1,False,False
1501,2018-05-16,2,False,False
1502,2018-05-17,3,False,False
1503,2018-05-18,4,True,False
1504,2018-05-21,0,False,False
1505,2018-05-22,1,False,False
1506,2018-05-23,2,False,False
1507,2018-05-24,3,False,False
1508,2018-05-25,4,True,False
1509,2018-05-29,1,False,False
1510,2018-05-30,2,False,False
1511,2018-05-31,3,False,True
1512,2018-06-01,4,True,False
1513,2018-06-04,0,False,False
1514,2018-06-05,1,False,False
1515,2018-06-06,2,False,False
1516,2018-06-07,3,False,False
1517,2018-06-08,4,True,False
1518,2018-06-11,0,False,False
1519,2018-06-12,1,False,False
1520,2018-06-13,2,False,False
1521,2018-06-14,3,False,False
1522,2018-06-15,4,True,False
1523,2018-06-18,0,False,False
1524,2018-06-19,1,False,False
1525,2018-06-20,2,False,False
1526,2018-06-21,3,False,False
1527,2018-06-22,4,True,False
1528,2018-06-25,0,False,False
1529,2018-06-26,1,False,False
1530,2018-06-27,2,False,False
1531,2018-06-28,3,False,False
1532,2018-06-29,4,True,True
1533,2018-07-02,0,False,False
1534,2018-07-03,1,False,False
1535,2018-07-05,3,False,False
1536,2018-07-06,4,True,False
1537,2018-07-09,0,False,False
1538,2018-07-10,1,False,False
1539,2018-07-11,2,False,False
1540,2018-07-12,3,False,False
1541,2018-07-13,4,True,False
1542,2018-07-16,0,False,False
1543,2018-07-17,1,False,False
1544,2018-07-18,2,False,False
1545,2018-07-19,3,False,False
1546,2018-07-20,4,True,False
1547,2018-07-23,0,False,False
1548,2018-07-24,1,False,False
1549,2018-07-25,2,False,False
1550,2018-07-26,3,False,False
1551,2018-07-27,4,True,False
1552,2018-07-30,0,False,False
1553,2018-07-31,1,False,True
1554,2018-08-01,2,False,False
1555,2018-08-02,3,False,False
1556,2018-08-03,4,True,False
1557,2018-08-06,0,False,False
1558,2018-08-07,1,False,False
1559,2018-08-08,2,False,False
1560,2018-08-09,3,False,False
1561,2018-08-10,4,True,False
1562,2018-08-13,0,False,False
1563,2018-08-14,1,False,False
1564,2018-08-15,2,False,False
1565,2018-08-16,3,False,False
1566,2018-08-17,4,True,False
1567,2018-08-20,0,False,False
1568,2018-08-21,1,False,False
1569,2018-08-22,2,False,False
1570,2018-08-23,3,False,False
1571,2018-08-24,4,True,False
1572,2018-08-27,0,False,False
1573,2018-08-28,1,False,False
1574,2018-08-29,2,False,False
1575,2018-08-30,3,False,False
1576,2018-08-31,4,True,True
1577,2018-09-04,1,False,False
1578,2018-09-05,2,False,False
1579,2018-09-06,3,False,False
1580,2018-09-07,4,True,False
1581,2018-09-10,0,False,False
1582,2018-09-11,1,False,False
1583,2018-09-12,2,False,False
1584,2018-09-13,3,False,False
1585,2018-09-14,4,True,False
1586,2018-09-17,0,False,False
1587,2018-09-18,1,False,False
1588,2018-09-19,2,False,False
1589,2018-09-20,3,False,False
1590,2018-09-21,4,True,False
1591,2018-09-24,0,False,False
1592,2018-09-25,1,False,False
1593,2018-09-26,2,False,False
1594,2018-09-27,3,False,False
1595,2018-09-28,4,True,True
1596,2018-10-01,0,False,False
1597,2018-10-02,1,False,False
1598,2018-10-03,2,False,False
1599,2018-10-04,3,False,False
1600,2018-10-05,4,True,False
1601,2018-10-08,0,False,False
1602,2018-10-09,1,False,False
1603,2018-10-10,2,False,False
1604,2018-10-11,3,False,False
1605,2018-10-12,4,True,False
1606,2018-10-15,0,False,False
1607,2018-10-16,1,False,False
1608,2018-10-17,2,False,False
1609,2018-10-18,3,False,False
1610,2018-10-19,4,True,False
1611,2018-10-22,0,False,False
1612,2018-10-23,1,False,False
1613,2018-10-24,2,False,False
1614,2018-10-25,3,False,False
1615,2018-10-26,4,True,False
1616,2018-10-29,0,False,False
1617,2018-10-30,1,False,False
1618,2018-10-31,2,False,True
1619,2018-11-01,3,False,False
1620,2018-11-02,4,True,False
1621,2018-11-05,0,False,False
1622,2018-11-06,1,False,False
1623,2018-11-07,2,False,False
1624,2018-11-08,3,False,False
1625,2018-11-09,4,True,False
1626,2018-11-12,0,False,False
1627,2018-11-13,1,False,False
1628,2018-11-14,2,False,False
1629,2018-11-15,3,False,False
1630,2018-11-16,4,True,False
1631,2018-11-19,0,False,False
1632,2018-11-20,1,False,False
1633,2018-11-21,2,False,False
1634,2018-11-23,4,True,False
1635,2018-11-26,0,False,False
1636,2018-11-27,1,False,False
1637,2018-11-28,2,False,False
1638,2018-11-29,3,False,False
1639,2018-11-30,4,True,True
1640,2018-12-03,0,False,False
1641,2018-12-04,1,False,False
1642,2018-12-06,3,False,False
1643,2018-12-07,4,True,False
1644,2018-12-10,0,False,False
1645,2018-12-11,1,False,False
1646,2018-12-12,2,False,False
1647,2018-12-13,3,False,False
1648,2018-12-14,4,True,False
1649,2018-12-17,0,False,False
1650,2018-12-18,1,False,False
1651,2018-12-19,2,False,False
1652,2018-12-20,3,False,False
1653,2018-12-21,4,True,False
1654,2018-12-24,0,False,False
1655,2018-12-26,2,False,False
1656,2018-12-27,3,False,False
1657,2018-12-28,4,True,False
1658,2018-12-31,0,False,True
1659,2019-01-02,2,False,False
1660,2019-01-03,3,False,False
1661,2019-01-04,4,True,False
1662,2019-01-07,0,False,False
1663,2019-01-08,1,False,False
1664,2019-01-09,2,False,False
1665,2019-01-10,3,False,False
1666,2019-01-11,4,True,False
1667,2019-01-14,0,False,False
1668,2019-01-15,1,False,False
1669,2019-01-16,2,False,False
1670,2019-01-17,3,False,False
1671,2019-01-18,4,True,False
1672,2019-01-22,1,False,False
1673,2019-01-23,2,False,False
1674,2019-01-24,3,False,False
1675,2019-01-25,4,True,False
1676,2019-01-28,0,False,False
1677,2019-01-29,1,False,False
1678,2019-01-30,2,False,False
1679,2019-01-31,3,False,True
1680,2019-02-01,4,True,False
1681,2019-02-04,0,False,False
1682,2019-02-05,1,False,False
1683,2019-02-06,2,False,False
1684,2019-02-07,3,False,False
1685,2019-02-08,4,True,False
1686,2019-02-11,0,False,False
1687,2019-02-12,1,False,False
1688,2019-02-13,2,False,False
1689,2019-02-14,3,False,False
1690,2019-02-15,4,True,False
1691,2019-02-19,1,False,False
1692,2019-02-20,2,False,False
1693,2019-02-21,3,False,False
1694,2019-02-22,4,True,False
1695,2019-02-25,0,False,False
1696,2019-02-26,1,False,False
1697,2019-02-27,2,False,False
1698,2019-02-28,3,False,True
1699,2019-03-01,4,True,False
1700,2019-03-04,0,False,False
1701,2019-03-05,1,False,False
1702,2019-03-06,2,False,False
1703,2019-03-07,3,False,False
1704,2019-03-08,4,True,False
1705,2019-03-11,0,False,False
1706,2019-03-12,1,False,False
1707,2019-03-13,2,False,False
1708,2019-03-14,3,False,False
1709,2019-03-15,4,True,False
1710,2019-03-18,0,False,False
1711,2019-03-19,1,False,False
1712,2019-03-20,2,False,False
1713,2019-03-21,3,False,False
1714,2019-03-22,4,True,False
1715,2019-03-25,0,False,False
1716,2019-03-26,1,False,False
1717,2019-03-27,2,False,False
1718,2019-03-28,3,False,False
1719,2019-03-29,4,True,True
1720,2019-04-01,0,False,False
1721,2019-04-02,1,False,False
1722,2019-04-03,2,False,False
1723,2019-04-04,3,False,False
1724,2019-04-05,4,True,False
1725,2019-04-08,0,False,False
1726,2019-04-09,1,False,False
1727,2019-04-10,2,False,False
1728,2019-04-11,3,False,False
1729,2019-04-12,4,True,False
1730,2019-04-15,0,False,False
1731,2019-04-16,1,False,False
1732,2019-04-17,2,False,False
1733,2019-04-18,3,False,False
1734,2019-04-22,0,False,False
1735,2019-04-23,1,False,False
1736,2019-04-24,2,False,False
1737,2019-04-25,3,False,False
1738,2019-04-26,4,True,False
1739,2019-04-29,0,False,False
1740,2019-04-30,1,False,True
1741,2019-05-01,2,False,False
1742,2019-05-02,3,False,False
1743,2019-05-03,4,True,False
1744,2019-05-06,0,False,False
1745,2019-05-07,1,False,False
1746,2019-05-08,2,False,False
1747,2019-05-09,3,False,False
1748,2019-05-10,4,True,False
1749,2019-05-13,0,False,False
1750,2019-05-14,1,False,False
1751,2019-05-15,2,False,False
1752,2019-05-16,3,False,False
1753,2019-05-17,4,True,False
1754,2019-05-20,0,False,False
1755,2019-05-21,1,False,False
1756,2019-05-22,2,False,False
1757,2019-05-23,3,False,False
1758,2019-05-24,4,True,False
1759,2019-05-28,1,False,False
1760,2019-05-29,2,False,False
1761,2019-05-30,3,False,False
1762,2019-05-31,4,True,True
1763,2019-06-03,0,False,False
1764,2019-06-04,1,False,False
1765,2019-06-05,2,False,False
1766,2019-06-06,3,False,False
1767,2019-06-07,4,True,False
1768,2019-06-10,0,False,False
1769,2019-06-11,1,False,False
1770,2019-06-12,2,False,False
1771,2019-06-13,3,False,False
1772,2019-06-14,4,True,False
1773,2019-06-17,0,False,False
1774,2019-06-18,1,False,False
1775,2019-06-19,2,False,False
1776,2019-06-20,3,False,False
1777,2019-06-21,4,True,False
1778,2019-06-24,0,False,False
1779,2019-06-25,1,False,False
1780,2019-06-26,2,False,False
1781,2019-06-27,3,False,False
1782,2019-06-28,4,True,True
1783,2019-07-01,0,False,False
1784,2019-07-02,1,False,False
1785,2019-07-03,2,False,False
1786,2019-07-05,4,True,False
1787,2019-07-08,0,False,False
1788,2019-07-09,1,False,False
1789,2019-07-10,2,False,False
1790,2019-07-11,3,False,False
1791,2019-07-12,4,True,False
1792,2019-07-15,0,False,False
1793,2019-07-16,1,False,False
1794,2019-07-17,2,False,False
1795,2019-07-18,3,False,False
1796,2019-07-19,4,True,False
1797,2019-07-22,0,False,False
1798,2019-07-23,1,False,False
1799,2019-07-24,2,False,False
1800,2019-07-25,3,False,False
1801,2019-07-26,4,True,False
1802,2019-07-29,0,False,False
