,dates,weekday,end_of_week,end_of_month
2676,2023-01-17,1,False,False
2677,2023-01-18,2,False,False
2678,2023-01-19,3,False,False
2679,2023-01-20,4,True,False
2680,2023-01-23,0,False,False
2681,2023-01-24,1,False,False
2682,2023-01-25,2,False,False
2683,2023-01-26,3,False,False
2684,2023-01-27,4,True,False
2685,2023-01-30,0,False,False
2686,2023-01-31,1,False,True
2687,2023-02-01,2,False,False
2688,2023-02-02,3,False,False
2689,2023-02-03,4,True,False
2690,2023-02-06,0,False,False
2691,2023-02-07,1,False,False
2692,2023-02-08,2,False,False
2693,2023-02-09,3,False,False
2694,2023-02-10,4,True,False
2695,2023-02-13,0,False,False
2696,2023-02-14,1,False,False
2697,2023-02-15,2,False,False
2698,2023-02-16,3,False,False
2699,2023-02-17,4,True,False
2700,2023-02-21,1,False,False
2701,2023-02-22,2,False,False
2702,2023-02-23,3,False,False
2703,2023-02-24,4,True,False
2704,2023-02-27,0,False,False
2705,2023-02-28,1,False,True
2706,2023-03-01,2,False,False
2707,2023-03-02,3,False,False
2708,2023-03-03,4,True,False
2709,2023-03-06,0,False,False
2710,2023-03-07,1,False,False
2711,2023-03-08,2,False,False
2712,2023-03-09,3,False,False
2713,2023-03-10,4,True,False
2714,2023-03-13,0,False,False
2715,2023-03-14,1,False,False
2716,2023-03-15,2,False,False
2717,2023-03-16,3,False,False
2718,2023-03-17,4,True,False
2719,2023-03-20,0,False,False
2720,2023-03-21,1,False,False
2721,2023-03-22,2,False,False
2722,2023-03-23,3,False,False
2723,2023-03-24,4,True,False
2724,2023-03-27,0,False,False
2725,2023-03-28,1,False,False
2726,2023-03-29,2,False,False
2727,2023-03-30,3,False,False
2728,2023-03-31,4,True,True
2729,2023-04-03,0,False,False
2730,2023-04-04,1,False,False
2731,2023-04-05,2,False,False
2732,2023-04-06,3,False,False
2733,2023-04-10,0,False,False
2734,2023-04-11,1,False,False
2735,2023-04-12,2,False,False
2736,2023-04-13,3,False,False
2737,2023-04-14,4,True,False
2738,2023-04-17,0,False,False
2739,2023-04-18,1,False,False
2740,2023-04-19,2,False,False
2741,2023-04-20,3,False,False
2742,2023-04-21,4,True,False
2743,2023-04-24,0,False,False
2744,2023-04-25,1,False,False
2745,2023-04-26,2,False,False
2746,2023-04-27,3,False,False
2747,2023-04-28,4,True,True
2748,2023-05-01,0,False,False
2749,2023-05-02,1,False,False
2750,2023-05-03,2,False,False
2751,2023-05-04,3,False,False
2752,2023-05-05,4,True,False
2753,2023-05-08,0,False,False
2754,2023-05-09,1,False,False
2755,2023-05-10,2,False,False
2756,2023-05-11,3,False,False
2757,2023-05-12,4,True,False
2758,2023-05-15,0,False,False
2759,2023-05-16,1,False,False
2760,2023-05-17,2,False,False
2761,2023-05-18,3,False,False
2762,2023-05-19,4,True,False
2763,2023-05-22,0,False,False
2764,2023-05-23,1,False,False
2765,2023-05-24,2,False,False
2766,2023-05-25,3,False,True
