,SOFR30DAYAVG,SOFR,EFFR,AAA,DBAA,T10YIE,T5YIE,MORTGAGE30US,DGS30,DGS1,BAMLH0A0HYM2EY,SOFRVOL,RECPROUSM156N,SAHMREALTIME,ab_bond_spread,junk_bond_spread,int_spread
2002-06-05,,,-0.030000000000000027,,0.019999999999999574,,,,0.040000000000000036,0.020000000000000018,-0.009999999999999787,,,,,,3.46
2002-06-06,,,0.050000000000000044,,-0.040000000000000924,,,,-0.020000000000000462,-0.03000000000000025,0.009999999999999787,,,,,,3.4699999999999998
2002-06-07,,,-0.020000000000000018,,0.030000000000001137,,,,0.040000000000000036,0.010000000000000231,0.09999999999999964,,,,,,3.4999999999999996
2002-06-10,,,0.030000000000000027,,-0.040000000000000924,,,0.0,-0.04999999999999982,-0.010000000000000231,0.05000000000000071,,,,,,3.46
2002-06-11,,,-0.040000000000000036,,-0.04999999999999982,,,0.0,-0.04999999999999982,-0.029999999999999805,0.03999999999999915,,,,,,3.44
2002-06-12,,,0.030000000000000027,,0.010000000000000675,,,0.0,-0.03000000000000025,-0.020000000000000018,0.08000000000000007,,,,,,3.4299999999999997
2002-06-13,,,0.010000000000000009,,-0.040000000000000036,,,0.0,-0.02999999999999936,-0.04999999999999982,0.0,,,,,,3.45
2002-06-14,,,-0.010000000000000009,,-0.09000000000000075,,,0.0,-0.0600000000000005,-0.040000000000000036,0.07000000000000028,,,,,,3.4299999999999997
2002-06-17,,,0.07000000000000006,,0.010000000000000675,,,0.0,0.040000000000000036,0.040000000000000036,-0.019999999999999574,,,,,,3.4299999999999997
2002-06-18,,,-0.1100000000000001,,0.040000000000000036,,,0.0,-0.009999999999999787,-0.040000000000000036,-0.019999999999999574,,,,,,3.46
2002-06-19,,,-0.020000000000000018,,-0.08000000000000007,,,0.0,-0.040000000000000036,-0.0900000000000003,0.009999999999999787,,,,,,3.5100000000000002
2002-06-20,,,0.06000000000000005,,0.08000000000000007,,,0.0,0.05999999999999961,0.050000000000000266,0.08000000000000007,,,,,,3.5199999999999996
